customer_id,age_band,tenure_months,contract_type,monthly_charge,monthly_minutes,monthly_data_gb,support_tickets_6m,payment_method,churned
NT-03186,25-34,52,One-year,47.94,324,23.0,1,Bank transfer,1
NT-03187,25-34,31,Month-to-month,43.09,657,17.5,1,Direct debit,0
NT-03188,55-64,42,Month-to-month,32.77,139,26.7,0,Credit card (tokenised),0
NT-03189,55-64,30,One-year,54.91,139,21.8,0,Credit card (tokenised),1
NT-03190,25-34,23,One-year,43.49,742,29.6,0,Direct debit,0
NT-03191,65+,8,Month-to-month,29.01,459,9.8,2,Direct debit,1
NT-03192,65+,16,Month-to-month,27.61,311,11.5,0,Direct debit,0
NT-03193,25-34,29,Month-to-month,61.51,107,7.5,1,Credit card (tokenised),0
NT-03194,25-34,31,One-year,32.09,93,3.3,0,Direct debit,0
NT-03195,35-44,46,Month-to-month,47.04,167,26.3,0,Credit card (tokenised),0
NT-03196,65+,11,One-year,42.52,339,4.7,2,Credit card (tokenised),0
NT-03197,55-64,75,One-year,46.63,556,2.2,0,Credit card (tokenised),0
NT-03198,18-24,8,Two-year,60.94,333,7.0,0,Bank transfer,0
NT-03199,35-44,28,One-year,49.97,346,17.9,0,Credit card (tokenised),0
NT-03200,35-44,21,Month-to-month,48.03,598,25.1,0,Direct debit,0
NT-03201,35-44,17,One-year,35.64,404,17.5,0,Direct debit,0
NT-03202,25-34,59,One-year,30.03,217,16.2,1,Direct debit,0
NT-03203,55-64,21,One-year,67.03,299,41.0,0,Direct debit,1
NT-03204,45-54,10,One-year,37.5,565,3.2,1,Direct debit,0
NT-03205,55-64,14,Two-year,36.72,365,11.3,1,Direct debit,0
NT-03206,55-64,49,Month-to-month,41.47,778,6.5,0,Credit card (tokenised),0
NT-03207,45-54,14,Month-to-month,40.3,190,14.9,0,Credit card (tokenised),0
NT-03208,35-44,12,One-year,57.11,149,7.0,1,Credit card (tokenised),0
NT-03209,45-54,32,Month-to-month,44.48,382,0.9,0,Direct debit,0
NT-03210,25-34,25,Month-to-month,22.28,328,14.9,0,Direct debit,0
NT-03211,45-54,36,Month-to-month,30.08,138,13.8,3,Credit card (tokenised),1
NT-03212,25-34,23,One-year,38.13,206,6.4,1,Direct debit,0
NT-03213,45-54,41,Month-to-month,50.31,661,7.5,2,Credit card (tokenised),0
NT-03214,25-34,13,One-year,19.75,414,4.1,2,Bank transfer,0
NT-03215,18-24,12,Month-to-month,43.93,216,9.6,1,Credit card (tokenised),0
NT-03216,25-34,33,Month-to-month,46.78,163,59.2,1,Credit card (tokenised),0
NT-03217,18-24,25,Month-to-month,48.59,247,32.4,0,Direct debit,0
NT-03218,45-54,23,Month-to-month,37.04,547,7.8,0,Credit card (tokenised),0
NT-03219,45-54,39,One-year,50.59,321,11.1,2,Credit card (tokenised),0
NT-03220,35-44,80,Two-year,28.22,295,5.4,0,Credit card (tokenised),0
NT-03221,25-34,12,One-year,49.35,563,21.9,1,Credit card (tokenised),0
NT-03222,18-24,53,Month-to-month,37.26,143,2.3,4,Credit card (tokenised),0
NT-03223,18-24,40,Month-to-month,38.51,184,4.0,0,Credit card (tokenised),0
NT-03224,25-34,22,Month-to-month,38.38,338,5.4,0,Credit card (tokenised),0
NT-03225,55-64,62,Month-to-month,45.8,295,4.9,0,Credit card (tokenised),0
NT-03226,25-34,14,Month-to-month,24.74,257,3.1,2,Direct debit,1
NT-03227,25-34,36,One-year,48.62,579,6.1,0,Direct debit,0
NT-03228,18-24,26,Month-to-month,48.45,74,11.1,0,Direct debit,1
NT-03229,25-34,22,Month-to-month,34.38,153,5.4,1,Credit card (tokenised),0
NT-03230,35-44,15,Two-year,38.03,152,3.2,0,Bank transfer,0
NT-03231,45-54,96,Month-to-month,27.69,438,7.0,1,Bank transfer,0
NT-03232,25-34,22,Two-year,24.08,232,11.3,0,Credit card (tokenised),0
NT-03233,18-24,6,Two-year,40.37,977,3.0,0,Direct debit,0
NT-03234,35-44,43,Month-to-month,40.45,595,13.9,1,Bank transfer,0
NT-03235,25-34,34,Month-to-month,33.96,233,2.1,1,Credit card (tokenised),0
NT-03236,25-34,25,One-year,23.0,430,7.0,1,Direct debit,0
NT-03237,65+,24,Month-to-month,43.48,417,6.5,0,Credit card (tokenised),0
NT-03238,45-54,28,Month-to-month,33.66,697,1.1,0,Credit card (tokenised),0
NT-03239,35-44,44,One-year,29.01,262,34.7,0,Bank transfer,0
NT-03240,35-44,34,Month-to-month,53.31,212,9.8,1,Direct debit,0
NT-03241,35-44,37,Month-to-month,26.3,400,5.8,0,Credit card (tokenised),0
NT-03242,35-44,37,One-year,44.74,264,0.6,0,Credit card (tokenised),0
NT-03243,45-54,45,One-year,20.01,460,15.4,2,Direct debit,0
NT-03244,45-54,51,Month-to-month,20.77,652,6.6,0,Credit card (tokenised),0
NT-03245,25-34,20,Month-to-month,43.79,167,15.3,0,Credit card (tokenised),0
NT-03246,35-44,32,Month-to-month,33.97,200,5.3,0,Direct debit,0
NT-03247,35-44,9,Month-to-month,23.97,618,15.9,0,Credit card (tokenised),0
NT-03248,55-64,50,One-year,49.4,310,2.8,0,Direct debit,0
NT-03249,45-54,20,One-year,42.46,317,25.8,3,Credit card (tokenised),1
NT-03250,35-44,56,One-year,12.47,559,8.7,3,Credit card (tokenised),0
NT-03251,18-24,20,Month-to-month,49.51,289,11.3,1,Credit card (tokenised),0
NT-03252,45-54,35,Month-to-month,25.23,501,16.7,1,Direct debit,0
NT-03253,18-24,25,Month-to-month,17.51,176,9.9,4,Direct debit,0
NT-03254,25-34,23,Month-to-month,28.15,239,15.5,1,Credit card (tokenised),0
NT-03255,25-34,36,Month-to-month,37.5,717,2.7,0,Direct debit,0
NT-03256,45-54,51,Month-to-month,38.93,313,9.8,4,Credit card (tokenised),1
NT-03257,25-34,25,Month-to-month,18.38,170,21.8,0,Credit card (tokenised),0
NT-03258,35-44,54,One-year,21.04,166,9.3,1,Credit card (tokenised),0
NT-03259,55-64,19,One-year,28.87,295,24.8,0,Direct debit,0
NT-03260,25-34,52,One-year,29.64,512,9.2,0,Credit card (tokenised),0
NT-03261,35-44,30,Month-to-month,47.14,42,10.3,0,Direct debit,0
NT-03262,35-44,34,Two-year,33.04,221,3.7,0,Credit card (tokenised),0
NT-03263,18-24,15,Two-year,46.91,418,3.1,0,Direct debit,0
NT-03264,55-64,22,Month-to-month,51.15,357,10.8,2,Credit card (tokenised),1
NT-03265,18-24,28,One-year,44.67,395,8.8,1,Credit card (tokenised),0
NT-03266,35-44,48,One-year,12.0,189,0.6,1,Direct debit,0
NT-03267,35-44,26,Month-to-month,34.35,334,19.8,2,Credit card (tokenised),0
NT-03268,45-54,18,Month-to-month,36.0,572,2.8,2,Credit card (tokenised),0
NT-03269,45-54,32,Month-to-month,37.35,235,9.9,0,Credit card (tokenised),0
NT-03270,25-34,70,Month-to-month,13.01,323,10.4,1,Bank transfer,0
NT-03271,18-24,34,Month-to-month,28.83,86,18.6,2,Direct debit,0
NT-03272,45-54,26,Two-year,21.65,414,27.2,1,Credit card (tokenised),0
NT-03273,35-44,33,One-year,26.88,193,27.1,1,Direct debit,0
NT-03274,55-64,18,Month-to-month,34.9,128,9.7,0,Direct debit,0
NT-03275,55-64,57,One-year,29.1,220,21.5,0,Credit card (tokenised),0
NT-03276,55-64,57,One-year,27.76,427,12.6,1,Direct debit,0
NT-03277,35-44,17,Month-to-month,35.62,196,9.9,1,Credit card (tokenised),1
NT-03278,25-34,56,Month-to-month,32.09,146,6.4,0,Credit card (tokenised),0
NT-03279,55-64,33,Two-year,40.4,469,4.8,1,Credit card (tokenised),0
NT-03280,35-44,40,One-year,32.96,166,18.1,1,Credit card (tokenised),0
NT-03281,25-34,29,Month-to-month,19.19,946,4.4,2,Credit card (tokenised),0
NT-03282,55-64,30,Month-to-month,25.63,558,10.6,0,Bank transfer,0
NT-03283,55-64,21,Month-to-month,34.06,719,19.4,0,Credit card (tokenised),1
NT-03284,35-44,17,Month-to-month,32.62,341,4.6,1,Direct debit,0
NT-03285,18-24,17,Month-to-month,21.04,191,10.4,0,Credit card (tokenised),0
NT-03286,35-44,49,One-year,46.12,581,7.5,0,Direct debit,0
NT-03287,55-64,32,Month-to-month,41.75,137,9.0,0,Direct debit,0
NT-03288,65+,18,Month-to-month,30.79,77,11.7,0,Credit card (tokenised),0
NT-03289,25-34,30,Month-to-month,36.04,396,7.8,3,Direct debit,0
NT-03290,18-24,11,Month-to-month,25.14,118,22.0,0,Credit card (tokenised),0
NT-03291,55-64,18,Two-year,48.24,294,2.1,1,Credit card (tokenised),0
NT-03292,35-44,52,Month-to-month,62.83,283,16.5,1,Bank transfer,1
NT-03293,35-44,22,One-year,30.26,501,8.2,0,Bank transfer,0
NT-03294,65+,48,Month-to-month,52.69,131,2.7,2,Direct debit,0
NT-03295,18-24,27,Month-to-month,27.67,105,7.9,0,Direct debit,0
NT-03296,45-54,41,One-year,31.62,269,36.1,0,Direct debit,0
NT-03297,18-24,15,Month-to-month,55.2,34,5.2,0,Credit card (tokenised),0
NT-03298,35-44,38,One-year,36.56,378,5.1,1,Direct debit,0
NT-03299,55-64,7,Month-to-month,46.24,357,11.4,0,Bank transfer,0
NT-03300,35-44,23,One-year,34.77,361,16.2,1,Direct debit,0
NT-03301,65+,53,One-year,16.37,265,19.3,1,Direct debit,0
NT-03302,35-44,29,One-year,66.05,829,20.9,0,Bank transfer,1
NT-03303,25-34,17,One-year,35.4,403,7.6,2,Bank transfer,0
NT-03304,25-34,51,One-year,39.87,469,12.9,0,Credit card (tokenised),0
NT-03305,25-34,75,Two-year,29.21,208,1.5,1,Credit card (tokenised),0
NT-03306,35-44,25,Month-to-month,47.36,272,8.3,0,Credit card (tokenised),0
NT-03307,18-24,11,One-year,46.48,172,16.8,1,Direct debit,0
NT-03308,35-44,30,Month-to-month,19.31,334,2.3,1,Direct debit,0
NT-03309,35-44,42,Month-to-month,40.05,174,14.1,1,Credit card (tokenised),1
NT-03310,45-54,26,Month-to-month,48.53,477,4.0,1,Credit card (tokenised),1
NT-03311,45-54,8,One-year,52.41,303,2.2,0,Credit card (tokenised),0
NT-03312,45-54,40,Month-to-month,45.76,22,5.1,3,Direct debit,0
NT-03313,18-24,19,One-year,46.81,163,13.1,2,Direct debit,0
NT-03314,25-34,23,Month-to-month,31.52,680,15.7,1,Credit card (tokenised),0
NT-03315,45-54,12,Month-to-month,23.25,707,4.5,0,Credit card (tokenised),0
NT-03316,35-44,6,Two-year,34.27,434,48.5,1,Credit card (tokenised),0
NT-03317,18-24,15,Month-to-month,22.98,271,13.8,0,Bank transfer,1
NT-03318,55-64,22,Month-to-month,29.13,628,6.4,0,Credit card (tokenised),0
NT-03319,55-64,21,Month-to-month,28.95,284,7.1,1,Direct debit,0
NT-03320,35-44,59,One-year,26.71,609,26.5,0,Credit card (tokenised),0
NT-03321,18-24,16,Month-to-month,44.39,333,18.7,2,Credit card (tokenised),1
NT-03322,55-64,46,Month-to-month,25.85,255,8.4,3,Credit card (tokenised),0
NT-03323,45-54,31,One-year,60.03,475,9.0,0,Credit card (tokenised),0
NT-03324,55-64,63,Month-to-month,49.87,148,1.0,1,Direct debit,1
NT-03325,45-54,28,One-year,52.27,174,26.8,0,Direct debit,0
NT-03326,55-64,8,Month-to-month,29.73,111,4.2,1,Credit card (tokenised),1
NT-03327,35-44,26,Month-to-month,40.4,405,6.5,1,Direct debit,0
NT-03328,25-34,6,One-year,25.49,296,7.0,1,Direct debit,0
NT-03329,45-54,15,One-year,40.61,1289,34.6,0,Direct debit,0
NT-03330,45-54,27,One-year,16.79,414,10.2,1,Bank transfer,0
NT-03331,45-54,27,One-year,50.75,249,19.9,1,Direct debit,0
NT-03332,25-34,46,Month-to-month,30.26,282,1.0,0,Credit card (tokenised),1
NT-03333,25-34,36,Month-to-month,41.63,357,6.4,1,Bank transfer,0
NT-03334,55-64,60,Month-to-month,43.86,209,14.6,1,Bank transfer,0
NT-03335,45-54,46,Two-year,31.35,45,9.6,0,Credit card (tokenised),0
NT-03336,65+,43,Two-year,28.42,112,43.3,1,Credit card (tokenised),0
NT-03337,45-54,72,Two-year,36.56,227,17.2,1,Direct debit,0
NT-03338,45-54,44,Month-to-month,47.64,89,15.0,1,Bank transfer,0
NT-03339,45-54,55,Month-to-month,36.24,309,4.5,1,Direct debit,1
NT-03340,55-64,11,One-year,45.24,554,18.6,2,Direct debit,0
NT-03341,35-44,24,One-year,47.53,175,27.4,1,Direct debit,0
NT-03342,45-54,35,One-year,35.69,232,9.1,2,Direct debit,0
NT-03343,25-34,30,One-year,36.65,280,11.3,0,Credit card (tokenised),1
NT-03344,35-44,19,Month-to-month,39.67,253,34.1,2,Direct debit,0
NT-03345,45-54,43,Month-to-month,51.71,311,20.5,0,Direct debit,0
NT-03346,25-34,48,Month-to-month,33.88,62,6.1,0,Direct debit,0
NT-03347,25-34,28,Month-to-month,51.65,588,33.5,1,Credit card (tokenised),0
NT-03348,25-34,25,Month-to-month,41.06,266,15.6,0,Credit card (tokenised),0
NT-03349,25-34,22,Month-to-month,29.16,163,12.4,0,Direct debit,1
NT-03350,25-34,44,Month-to-month,37.5,369,23.3,1,Direct debit,0
NT-03351,35-44,25,One-year,24.55,537,16.5,1,Direct debit,0
NT-03352,65+,30,Two-year,21.85,145,7.3,1,Direct debit,0
NT-03353,35-44,52,One-year,45.28,378,16.6,0,Bank transfer,0
NT-03354,25-34,34,Month-to-month,47.57,645,5.9,2,Direct debit,0
NT-03355,18-24,30,Month-to-month,37.6,648,23.3,0,Credit card (tokenised),0
NT-03356,45-54,21,Month-to-month,38.57,483,9.8,0,Direct debit,0
NT-03357,35-44,29,Two-year,31.08,212,3.0,0,Direct debit,0
NT-03358,55-64,19,Month-to-month,40.04,150,8.2,1,Credit card (tokenised),0
NT-03359,45-54,32,Month-to-month,61.78,174,20.2,1,Direct debit,1
NT-03360,55-64,22,One-year,50.12,639,8.1,1,Credit card (tokenised),0
NT-03361,25-34,24,Month-to-month,37.09,433,12.0,0,Direct debit,0
NT-03362,45-54,29,Two-year,36.04,493,0.8,1,Credit card (tokenised),0
NT-03363,25-34,63,Month-to-month,33.48,296,7.5,1,Credit card (tokenised),0
NT-03364,65+,11,Month-to-month,21.07,68,2.1,0,Credit card (tokenised),0
NT-03365,45-54,35,Month-to-month,32.21,375,8.0,0,Direct debit,0
NT-03366,25-34,15,Two-year,46.09,163,18.5,0,Bank transfer,0
NT-03367,25-34,25,Two-year,26.82,563,9.3,1,Credit card (tokenised),0
NT-03368,25-34,21,One-year,34.64,175,6.9,1,Credit card (tokenised),0
NT-03369,45-54,21,Month-to-month,24.58,349,1.7,0,Direct debit,1
NT-03370,25-34,21,Month-to-month,47.43,441,4.4,2,Direct debit,0
NT-03371,45-54,25,Two-year,22.72,1309,4.1,0,Credit card (tokenised),0
NT-03372,25-34,19,One-year,45.11,290,14.7,3,Credit card (tokenised),0
NT-03373,45-54,20,One-year,50.34,298,8.9,1,Credit card (tokenised),0
NT-03374,55-64,21,Month-to-month,34.12,566,16.9,1,Direct debit,1
NT-03375,55-64,21,Month-to-month,29.76,268,18.3,0,Direct debit,0
NT-03376,55-64,18,Month-to-month,43.7,233,10.1,2,Direct debit,1
NT-03377,25-34,39,One-year,57.23,195,8.6,1,Direct debit,0
NT-03378,18-24,23,Two-year,54.1,321,15.0,1,Direct debit,0
NT-03379,45-54,26,Month-to-month,37.11,216,6.6,0,Bank transfer,0
NT-03380,35-44,25,Month-to-month,27.4,667,2.0,2,Direct debit,1
NT-03381,35-44,20,Month-to-month,35.21,482,17.1,1,Direct debit,0
NT-03382,18-24,17,Month-to-month,17.72,338,8.7,0,Credit card (tokenised),0
NT-03383,25-34,41,Two-year,31.33,318,16.4,0,Credit card (tokenised),0
NT-03384,18-24,18,Month-to-month,43.41,187,5.3,1,Credit card (tokenised),0
NT-03385,55-64,19,One-year,33.59,295,5.6,1,Credit card (tokenised),0
NT-03386,25-34,47,One-year,30.79,277,19.9,0,Direct debit,0
NT-03387,35-44,21,One-year,37.33,845,3.0,1,Credit card (tokenised),0
NT-03388,18-24,29,Two-year,34.77,266,4.0,1,Direct debit,0
NT-03389,45-54,24,One-year,47.07,414,3.5,1,Direct debit,0
NT-03390,25-34,28,Two-year,22.08,428,15.2,0,Bank transfer,0
NT-03391,55-64,58,Month-to-month,44.32,159,15.9,0,Credit card (tokenised),0
NT-03392,55-64,19,One-year,37.45,263,5.1,0,Credit card (tokenised),0
NT-03393,25-34,39,One-year,43.21,474,14.1,1,Direct debit,0
NT-03394,65+,41,Month-to-month,21.33,146,3.1,2,Direct debit,0
NT-03395,65+,39,One-year,48.6,961,23.6,0,Credit card (tokenised),0
NT-03396,55-64,56,One-year,44.52,333,6.6,0,Direct debit,1
NT-03397,55-64,8,One-year,58.08,214,9.4,0,Credit card (tokenised),0
NT-03398,25-34,13,Month-to-month,28.01,126,7.0,1,Direct debit,0
NT-03399,35-44,17,One-year,30.98,740,12.6,1,Credit card (tokenised),0
NT-03400,18-24,22,Month-to-month,16.59,274,9.8,1,Credit card (tokenised),0
NT-03401,18-24,33,One-year,28.12,409,17.1,3,Credit card (tokenised),0
NT-03402,65+,18,Month-to-month,55.21,140,8.2,0,Direct debit,0
NT-03403,25-34,18,One-year,41.54,194,7.4,0,Direct debit,0
NT-03404,45-54,30,Month-to-month,29.28,546,2.5,0,Credit card (tokenised),0
NT-03405,55-64,37,Month-to-month,39.6,728,18.1,0,Direct debit,0
NT-03406,55-64,28,Month-to-month,37.26,171,5.6,0,Credit card (tokenised),0
NT-03407,65+,38,Month-to-month,15.09,402,4.2,0,Direct debit,0
NT-03408,25-34,11,One-year,17.26,398,1.3,1,Bank transfer,0
NT-03409,18-24,20,One-year,51.28,546,23.8,0,Credit card (tokenised),0
NT-03410,35-44,17,Month-to-month,46.84,422,20.3,0,Credit card (tokenised),0
NT-03411,18-24,21,Month-to-month,20.19,466,4.5,1,Credit card (tokenised),0
NT-03412,18-24,28,Month-to-month,36.48,66,28.0,1,Direct debit,1
NT-03413,35-44,10,One-year,29.41,391,36.0,0,Direct debit,0
NT-03414,55-64,21,Month-to-month,51.07,123,8.0,0,Credit card (tokenised),1
NT-03415,35-44,19,Month-to-month,43.37,370,26.9,0,Direct debit,0
NT-03416,25-34,12,Month-to-month,24.74,592,2.6,0,Direct debit,0
NT-03417,45-54,38,Month-to-month,39.44,354,17.7,1,Direct debit,1
NT-03418,25-34,28,Month-to-month,37.51,473,9.7,0,Direct debit,0
NT-03419,18-24,21,Month-to-month,37.54,532,10.9,1,Credit card (tokenised),0
NT-03420,55-64,61,One-year,31.88,504,16.4,3,Direct debit,0
NT-03421,45-54,13,One-year,38.3,369,9.5,0,Bank transfer,1
NT-03422,55-64,63,Month-to-month,27.79,388,10.4,0,Direct debit,0
NT-03423,18-24,25,One-year,23.75,579,6.8,0,Direct debit,0
NT-03424,55-64,19,Month-to-month,23.04,1057,16.8,0,Direct debit,1
NT-03425,45-54,22,Two-year,25.41,184,15.5,0,Credit card (tokenised),0
NT-03426,35-44,23,Month-to-month,43.07,231,10.2,1,Direct debit,1
NT-03427,45-54,67,One-year,43.39,508,31.3,1,Direct debit,0
NT-03428,55-64,33,One-year,55.53,866,4.5,2,Direct debit,0
NT-03429,45-54,15,Month-to-month,35.26,107,6.6,1,Credit card (tokenised),0
NT-03430,45-54,41,Two-year,46.42,124,6.8,2,Direct debit,0
NT-03431,65+,23,Month-to-month,38.56,326,5.1,0,Direct debit,0
NT-03432,45-54,5,One-year,41.6,174,7.3,3,Bank transfer,0
NT-03433,35-44,40,Month-to-month,47.7,357,6.2,1,Direct debit,1
NT-03434,45-54,41,Month-to-month,44.98,506,1.9,1,Direct debit,0
NT-03435,35-44,24,One-year,39.3,307,5.8,1,Direct debit,0
NT-03436,25-34,20,Month-to-month,30.64,232,23.5,0,Direct debit,0
NT-03437,45-54,43,Month-to-month,41.31,492,7.5,1,Direct debit,0
NT-03438,65+,19,Month-to-month,54.37,102,30.3,1,Direct debit,0
NT-03439,65+,48,One-year,40.1,199,6.9,0,Credit card (tokenised),0
NT-03440,25-34,20,Month-to-month,33.26,374,12.5,0,Direct debit,0
NT-03441,35-44,27,Month-to-month,47.86,407,16.0,2,Bank transfer,1
NT-03442,25-34,35,One-year,21.38,459,5.6,0,Direct debit,0
NT-03443,65+,31,Month-to-month,33.68,212,13.9,0,Bank transfer,0
NT-03444,65+,19,Month-to-month,26.23,109,11.4,1,Credit card (tokenised),0
NT-03445,45-54,34,Month-to-month,36.54,177,4.2,0,Credit card (tokenised),0
NT-03446,55-64,40,Month-to-month,52.96,156,10.3,1,Credit card (tokenised),0
NT-03447,45-54,16,Month-to-month,45.69,155,25.6,1,Credit card (tokenised),0
NT-03448,45-54,35,Two-year,15.58,77,7.7,2,Bank transfer,0
NT-03449,18-24,26,Month-to-month,30.58,143,30.7,1,Direct debit,0
NT-03450,35-44,16,Month-to-month,20.01,558,7.1,1,Direct debit,0
NT-03451,45-54,33,Month-to-month,50.7,199,13.4,1,Credit card (tokenised),0
NT-03452,45-54,42,Month-to-month,31.01,430,7.7,0,Direct debit,0
NT-03453,35-44,21,One-year,38.91,78,11.5,1,Credit card (tokenised),1
NT-03454,65+,34,Month-to-month,39.49,248,8.6,1,Direct debit,0
NT-03455,25-34,23,Month-to-month,40.47,246,29.9,1,Credit card (tokenised),0
NT-03456,35-44,38,Month-to-month,12.0,498,16.1,1,Bank transfer,0
NT-03457,45-54,46,One-year,42.33,312,22.9,0,Credit card (tokenised),0
NT-03458,45-54,32,Month-to-month,31.42,215,20.1,2,Direct debit,0
NT-03459,45-54,39,Month-to-month,48.15,418,1.6,0,Credit card (tokenised),1
NT-03460,25-34,43,One-year,40.43,328,12.8,1,Credit card (tokenised),0
NT-03461,25-34,21,Month-to-month,45.58,194,19.1,0,Direct debit,0
NT-03462,45-54,23,One-year,29.26,415,5.5,2,Direct debit,0
NT-03463,45-54,34,One-year,24.45,495,9.3,2,Credit card (tokenised),0
NT-03464,25-34,51,Month-to-month,48.68,559,3.2,0,Direct debit,1
NT-03465,45-54,14,Month-to-month,44.76,265,31.3,0,Credit card (tokenised),0
NT-03466,35-44,36,Two-year,40.67,385,14.5,1,Credit card (tokenised),0
NT-03467,45-54,49,One-year,40.65,392,11.3,3,Direct debit,0
NT-03468,55-64,26,Two-year,43.05,99,5.0,2,Credit card (tokenised),0
NT-03469,25-34,28,Month-to-month,22.49,470,4.2,0,Direct debit,0
NT-03470,18-24,28,Month-to-month,50.91,395,4.5,0,Credit card (tokenised),0
NT-03471,55-64,27,Two-year,36.15,190,3.4,1,Direct debit,0
NT-03472,45-54,18,Month-to-month,36.49,396,8.2,0,Direct debit,0
NT-03473,45-54,26,Two-year,32.98,115,18.7,2,Credit card (tokenised),0
NT-03474,55-64,19,Month-to-month,12.0,458,13.4,0,Credit card (tokenised),0
NT-03475,55-64,38,Two-year,44.9,335,9.6,1,Direct debit,0
NT-03476,65+,10,Month-to-month,26.02,213,10.3,2,Bank transfer,1
NT-03477,35-44,42,Month-to-month,39.3,125,5.6,1,Direct debit,0
NT-03478,35-44,45,Two-year,28.16,187,3.3,2,Credit card (tokenised),0
NT-03479,35-44,31,Month-to-month,33.88,114,14.6,0,Direct debit,0
NT-03480,25-34,61,Month-to-month,33.21,436,10.6,0,Credit card (tokenised),0
NT-03481,35-44,35,Month-to-month,27.88,418,2.6,0,Credit card (tokenised),0
NT-03482,25-34,33,One-year,35.29,510,30.9,2,Direct debit,1
NT-03483,65+,10,Two-year,32.23,131,0.8,0,Bank transfer,0
NT-03484,45-54,47,Month-to-month,25.51,122,26.0,0,Credit card (tokenised),0
NT-03485,45-54,17,Month-to-month,52.07,114,2.4,0,Credit card (tokenised),0
NT-03486,25-34,16,Month-to-month,28.38,155,6.0,2,Direct debit,0
NT-03487,18-24,31,One-year,44.74,550,25.9,0,Bank transfer,0
NT-03488,18-24,19,Month-to-month,46.02,584,10.6,1,Direct debit,0
NT-03489,35-44,26,Month-to-month,49.09,289,7.7,1,Direct debit,1
NT-03490,18-24,49,Month-to-month,31.45,1054,8.6,2,Credit card (tokenised),0
NT-03491,45-54,57,One-year,35.62,176,4.5,0,Direct debit,0
NT-03492,55-64,21,Two-year,35.99,251,6.6,0,Credit card (tokenised),0
NT-03493,55-64,26,Month-to-month,44.33,1302,10.9,0,Credit card (tokenised),0
NT-03494,45-54,76,Month-to-month,35.09,276,6.3,1,Credit card (tokenised),0
NT-03495,25-34,57,One-year,43.5,540,6.3,2,Direct debit,0
NT-03496,55-64,43,One-year,34.93,459,17.1,2,Credit card (tokenised),0
NT-03497,55-64,19,Month-to-month,51.41,198,10.1,0,Direct debit,0
NT-03498,25-34,21,Month-to-month,37.86,1221,23.8,0,Credit card (tokenised),0
NT-03499,45-54,43,Month-to-month,36.41,472,9.1,1,Bank transfer,1
NT-03500,25-34,9,One-year,42.07,338,2.6,2,Credit card (tokenised),0
NT-03501,55-64,47,One-year,57.63,135,7.7,2,Credit card (tokenised),0
NT-03502,65+,53,Month-to-month,30.74,303,7.5,1,Direct debit,0
NT-03503,18-24,24,Month-to-month,50.47,571,31.7,2,Direct debit,0
NT-03504,55-64,58,Month-to-month,28.19,295,28.4,0,Direct debit,0
NT-03505,45-54,36,Two-year,38.53,345,7.2,0,Direct debit,0
NT-03506,65+,15,Month-to-month,28.46,435,2.5,0,Direct debit,0
NT-03507,35-44,30,Two-year,33.54,109,4.4,0,Credit card (tokenised),0
NT-03508,55-64,20,One-year,29.86,139,4.6,1,Direct debit,0
NT-03509,18-24,32,Month-to-month,46.38,481,15.0,1,Credit card (tokenised),1
NT-03510,25-34,14,Month-to-month,32.03,260,7.8,2,Credit card (tokenised),1
NT-03511,18-24,60,Two-year,44.36,325,15.0,0,Direct debit,0
NT-03512,65+,38,Month-to-month,31.68,350,19.8,0,Bank transfer,0
NT-03513,55-64,23,Two-year,37.93,271,26.2,0,Credit card (tokenised),0
NT-03514,55-64,32,Month-to-month,55.49,923,9.6,0,Credit card (tokenised),0
NT-03515,65+,28,One-year,29.05,645,4.2,1,Credit card (tokenised),0
NT-03516,18-24,61,One-year,29.28,203,18.7,1,Credit card (tokenised),0
NT-03517,35-44,28,Two-year,35.05,254,26.0,3,Direct debit,0
NT-03518,18-24,31,Month-to-month,37.79,561,10.5,0,Direct debit,0
NT-03519,25-34,13,One-year,45.45,547,11.2,1,Credit card (tokenised),0
NT-03520,25-34,32,Month-to-month,38.52,166,3.6,0,Direct debit,0
NT-03521,35-44,35,Month-to-month,40.94,175,8.4,1,Credit card (tokenised),0
NT-03522,25-34,16,Month-to-month,24.15,318,1.5,1,Bank transfer,0
NT-03523,18-24,41,Month-to-month,41.62,683,17.3,1,Direct debit,0
NT-03524,25-34,8,Month-to-month,41.94,201,10.9,2,Direct debit,1
NT-03525,25-34,26,Month-to-month,46.06,505,8.5,0,Direct debit,0
NT-03526,65+,13,Two-year,34.06,217,6.4,1,Credit card (tokenised),0
NT-03527,45-54,29,One-year,37.92,335,2.2,2,Direct debit,0
NT-03528,65+,23,Month-to-month,46.48,630,2.1,2,Direct debit,1
NT-03529,35-44,36,Two-year,25.3,119,10.4,1,Direct debit,0
NT-03530,25-34,28,Month-to-month,16.46,353,11.7,2,Direct debit,0
NT-03531,55-64,36,Month-to-month,24.69,145,12.4,1,Credit card (tokenised),1
NT-03532,25-34,30,One-year,30.33,975,35.9,1,Credit card (tokenised),0
NT-03533,25-34,48,Month-to-month,50.87,276,0.9,0,Credit card (tokenised),0
NT-03534,25-34,45,One-year,62.35,590,3.4,0,Bank transfer,0
NT-03535,18-24,19,Month-to-month,27.09,111,31.0,0,Credit card (tokenised),0
NT-03536,25-34,46,Month-to-month,36.99,678,6.1,1,Bank transfer,0
